ImportKey,English,TurkishTranslations,PartOfSpeech,PastSimple,PastParticiple,IsIrregular,Level,Topic,TopicSortOrder,WordSortOrder,LearningGroupSortOrder
wm-000571,kid,"{""çocuk""}",Noun,,,false,A2,FamilyAndPeople,16,3,1
wm-000574,lady,"{""hanımefendi"",""kadın""}",Noun,,,false,A2,FamilyAndPeople,16,4,1
wm-000586,pants,"{""pantolon""}",Noun,,,false,A2,Clothing,17,1,1
wm-000588,pocket,"{""cep""}",Noun,,,false,A2,Clothing,17,2,1
wm-000598,ship,"{""gemi""}",Noun,,,false,A2,Transportation,18,1,1
wm-000614,truck,"{""kamyon""}",Noun,,,false,A2,Transportation,18,2,1
wm-000616,wheel,"{""tekerlek"",""direksiyon""}",Noun,,,false,A2,Transportation,18,3,1
wm-000619,allow,"{""izin vermek""}",Verb,allowed,allowed,false,A2,Actions,19,1,1
wm-000620,appear,"{""görünmek""}",Verb,appeared,appeared,false,A2,Actions,19,2,1
wm-000623,collect,"{""toplamak"",""biriktirmek""}",Verb,collected,collected,false,A2,Actions,19,3,1
wm-000624,consider,"{""değerlendirmek"",""düşünmek""}",Verb,considered,considered,false,A2,Actions,19,4,1
wm-000625,continue,"{""devam etmek""}",Verb,continued,continued,false,A2,Actions,19,5,1
wm-000626,drop,"{""düşürmek"",""bırakmak""}",Verb,dropped,dropped,false,A2,Actions,19,6,2
wm-000627,expect,"{""beklemek""}",Verb,expected,expected,false,A2,Actions,19,7,2
wm-000628,focus,"{""odaklanmak""}",Verb,focused,focused,false,A2,Actions,19,8,2
wm-000629,greet,"{""selamlamak"",""karşılamak""}",Verb,greeted,greeted,false,A2,Actions,19,9,2
wm-000630,jump,"{""zıplamak"",""atlamak""}",Verb,jumped,jumped,false,A2,Actions,19,10,2
wm-000631,kill,"{""öldürmek"",""yok etmek""}",Verb,killed,killed,false,A2,Actions,19,11,3
wm-000632,offer,"{""teklif etmek""}",Verb,offered,offered,false,A2,Actions,19,12,3
wm-000633,provide,"{""sağlamak""}",Verb,provided,provided,false,A2,Actions,19,13,3
wm-000634,push,"{""itmek"",""zorlamak""}",Verb,pushed,pushed,false,A2,Actions,19,14,3
wm-000635,reach,"{""ulaşmak""}",Verb,reached,reached,false,A2,Actions,19,15,3
wm-000636,save,"{""kurtarmak"",""kaydetmek""}",Verb,saved,saved,false,A2,Actions,19,16,4
wm-000637,seem,"{""görünmek""}",Verb,seemed,seemed,false,A2,Actions,19,17,4
wm-000638,serve,"{""hizmet etmek""}",Verb,served,served,false,A2,Actions,19,18,4
wm-000639,solve,"{""çözmek"",""halletmek""}",Verb,solved,solved,false,A2,Actions,19,19,4
wm-000640,succeed,"{""başarmak""}",Verb,succeeded,succeeded,false,A2,Actions,19,20,4
wm-000641,turn off,"{""kapatmak""}",Verb,turned off,turned off,false,A2,Actions,19,21,5
wm-000642,turn on,"{""açmak"",""çalıştırmak""}",Verb,turned on,turned on,false,A2,Actions,19,22,5
wm-000644,beat,"{""vurmak"",""yenmek""}",Verb,beat,beaten,true,A2,Actions,19,23,5
wm-000645,catch,"{""yakalamak""}",Verb,caught,caught,true,A2,Actions,19,24,5
wm-000646,dream,"{""rüya görmek""}",Verb,dreamt,dreamt,true,A2,Actions,19,25,5
wm-000647,feed,"{""beslemek""}",Verb,fed,fed,true,A2,Actions,19,26,6
wm-000648,fight,"{""dövüşmek""}",Verb,fought,fought,true,A2,Actions,19,27,6
wm-000649,hide,"{""saklanmak""}",Verb,hid,hidden,true,A2,Actions,19,28,6
wm-000650,hold,"{""tutmak"",""beklemek""}",Verb,held,held,true,A2,Actions,19,29,6
wm-000651,lead,"{""yön vermek""}",Verb,led,led,true,A2,Actions,19,30,6
wm-000653,rise,"{""yükselmek""}",Verb,rose,risen,true,A2,Actions,19,31,7
wm-000654,shake,"{""sallamak""}",Verb,shook,shaken,true,A2,Actions,19,32,7
wm-000655,steal,"{""çalmak""}",Verb,stole,stolen,true,A2,Actions,19,33,7
wm-000656,throw,"{""atmak"",""fırlatmak""}",Verb,threw,thrown,true,A2,Actions,19,34,7
wm-000621,borrow,"{""ödünç almak"",""borç almak""}",Verb,borrowed,borrowed,false,A2,ShoppingAndMoney,20,1,1
wm-000652,lend,"{""ödünç vermek""}",Verb,lent,lent,true,A2,ShoppingAndMoney,20,2,1
wm-000657,far,"{""uzak""}",Adjective,,,false,B1,Descriptions,1,1,1
wm-000661,pleasant,"{""keyifli""}",Adjective,,,false,B1,Descriptions,1,2,1
wm-000664,tight,"{""sıkı""}",Adjective,,,false,B1,Descriptions,1,3,1
wm-000665,ugly,"{""çirkin""}",Adjective,,,false,B1,Descriptions,1,4,1
wm-000666,unfair,"{""adil olmayan""}",Adjective,,,false,B1,Descriptions,1,5,1
wm-000658,generous,"{""cömert""}",Adjective,,,false,B1,EmotionsAndPersonality,2,1,1
wm-000659,glad,"{""memnun"",""hoşnut""}",Adjective,,,false,B1,EmotionsAndPersonality,2,2,1
wm-000660,lonely,"{""yalnız"",""kimsesiz""}",Adjective,,,false,B1,EmotionsAndPersonality,2,3,1
wm-000662,shy,"{""utangaç"",""çekingen""}",Adjective,,,false,B1,EmotionsAndPersonality,2,4,1
wm-000663,smart,"{""akıllı"",""zeki""}",Adjective,,,false,B1,EmotionsAndPersonality,2,5,1
wm-000667,album,"{""albüm""}",Noun,,,false,B1,ArtsAndEntertainment,3,1,1
wm-000671,celebration,"{""kutlama"",""şenlik""}",Noun,,,false,B1,ArtsAndEntertainment,3,2,1
wm-000675,drum,"{""davul"",""bateri""}",Noun,,,false,B1,ArtsAndEntertainment,3,3,1
wm-000678,poem,"{""şiir""}",Noun,,,false,B1,ArtsAndEntertainment,3,4,1
wm-000668,bee,"{""arı""}",Noun,,,false,B1,Animals,4,1,1
wm-000669,bell,"{""zil"",""çan""}",Noun,,,false,B1,HomeAndObjects,5,1,1
wm-000680,shelf,"{""raf""}",Noun,,,false,B1,HomeAndObjects,5,2,1
wm-000670,cap,"{""şapka"",""kep""}",Noun,,,false,B1,Clothing,6,1,1
wm-000672,cloth,"{""bez"",""kumaş""}",Noun,,,false,B1,Clothing,6,2,1
wm-000673,collection,"{""koleksiyon"",""toplama""}",Noun,,,false,B1,General,7,1,1
wm-000674,corn,"{""mısır""}",Noun,,,false,B1,FoodAndDrink,8,1,1
wm-000676,file,"{""dosya""}",Noun,,,false,B1,TechnologyAndMedia,9,1,1
wm-000677,leaf,"{""yaprak""}",Noun,,,false,B1,NatureAndWeather,10,1,1
wm-000679,princess,"{""prenses""}",Noun,,,false,B1,SocietyAndPolitics,11,1,1
wm-000681,vote,"{""oy""}",Noun,,,false,B1,SocietyAndPolitics,11,2,1
wm-000682,breathe,"{""nefes almak"",""solumak""}",Verb,breathed,breathed,false,B1,BodyAndHealth,12,1,1
wm-000683,pray,"{""dua etmek""}",Verb,prayed,prayed,false,B1,Actions,13,1,1
wm-000685,freeze,"{""donmak""}",Verb,froze,frozen,true,B1,Actions,13,2,1
wm-000686,hang,"{""asmak""}",Verb,hung,hung,true,B1,Actions,13,3,1
wm-000687,quit,"{""çıkmak"",""bırakmak""}",Verb,quit,quit,true,B1,Actions,13,4,1
wm-000688,set,"{""belirlemek""}",Verb,set,set,true,B1,Actions,13,5,1
wm-000689,shine,"{""parlamak""}",Verb,shone,shone,true,B1,Actions,13,6,2
wm-000690,shoot,"{""ateş etmek""}",Verb,shot,shot,true,B1,Actions,13,7,2
wm-000691,sink,"{""batmak""}",Verb,sank,sunk,true,B1,Actions,13,8,2
wm-000684,translate,"{""çevirmek""}",Verb,translated,translated,false,B1,Education,14,1,1
wm-000692,cute,"{""sevimli"",""tatlı""}",Adjective,,,false,B2,Descriptions,1,1,1
wm-000693,elementary,"{""temel"",""başlangıç""}",Adjective,,,false,B2,Descriptions,1,2,1
wm-000694,loose,"{""bol""}",Adjective,,,false,B2,Descriptions,1,3,1
wm-000695,shallow,"{""sığ""}",Adjective,,,false,B2,Descriptions,1,4,1
wm-000696,strict,"{""katı"",""otoriter""}",Adjective,,,false,B2,Descriptions,1,5,1
wm-000697,fever,"{""ateş""}",Noun,,,false,B2,BodyAndHealth,2,1,1
wm-000698,rat,"{""sıçan""}",Noun,,,false,B2,Animals,3,1,1
wm-000699,rose,"{""gül""}",Noun,,,false,B2,NatureAndWeather,4,1,1
wm-000700,bet,"{""bahse girmek""}",Verb,bet,bet,true,B2,ShoppingAndMoney,5,1,1
